SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,1993,1993,19.19837
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,1995,1995,19.83543
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,1996,1996,20.49061
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,1997,1997,22.8461
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,1998,1998,26.70657
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,1999,1999,32.59175
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2000,2000,34.87945
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2001,2001,39.07111
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2002,2002,39.99512
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2003,2003,40.94997
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2004,2004,42.07362
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2005,2005,44.57695
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2006,2006,44.85783
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2007,2007,49.0348
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2008,2008,48.67157
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2009,2009,49.4027
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2010,2010,50.37474
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2011,2011,52.2557
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2012,2012,50.67901
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2013,2013,49.85337
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2014,2014,50.18006
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",THA,Thailand,2016,2016,49.28681
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TLS,Timor-Leste,2002,2002,8.05709
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TLS,Timor-Leste,2009,2009,19.86103
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TLS,Timor-Leste,2010,2010,20.62519
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TLS,Timor-Leste,2002,2002,9.25763
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TLS,Timor-Leste,2009,2009,13.55747
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TLS,Timor-Leste,2010,2010,14.81589
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TLS,Timor-Leste,2002,2002,8.65022
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TLS,Timor-Leste,2009,2009,16.74525
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TLS,Timor-Leste,2010,2010,17.75373
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1971,1971,8.44593
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1972,1972,8.10809
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1973,1973,7.98241
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1974,1974,8.30296
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1975,1975,11.95515
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1976,1976,14.7502
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1977,1977,15.40172
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1978,1978,14.51483
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1979,1979,13.01455
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1980,1980,10.35196
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1982,1982,8.67971
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1983,1983,8.85785
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1984,1984,9.77384
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1985,1985,12.30748
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1986,1986,13.39438
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1987,1987,13.85279
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1988,1988,14.34934
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1989,1989,15.53886
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1990,1990,17.51248
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1991,1991,18.69586
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1992,1992,19.63476
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1993,1993,21.73001
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1994,1994,25.26517
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1995,1995,25.08864
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1997,1997,31.08614
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1998,1998,28.06885
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,1999,1999,28.71916
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TUR,Turkey,2018,2018,119.17521
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1971,1971,1.90849
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1972,1972,1.84158
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1973,1973,1.80282
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1974,1974,1.96491
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1975,1975,2.38559
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1976,1976,2.66941
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1977,1977,3.31086
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1978,1978,3.70862
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1979,1979,3.75552
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1980,1980,3.12324
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1982,1982,2.9838
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1983,1983,3.7719
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1984,1984,4.91231
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1985,1985,5.60674
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1986,1986,6.36921
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1987,1987,6.93113
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1988,1988,7.15462
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1989,1989,7.84024
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1990,1990,8.80703
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1991,1991,9.4216
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1992,1992,10.08577
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1993,1993,11.43043
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1994,1994,14.97042
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1995,1995,15.49665
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1997,1997,16.87635
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1998,1998,18.42003
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,1999,1999,18.97595
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TUR,Turkey,2018,2018,107.05119
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1971,1971,5.13036
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1972,1972,4.90205
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1973,1973,4.80242
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1974,1974,5.03052
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1975,1975,7.00969
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1976,1976,8.51287
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1977,1977,9.18117
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1978,1978,8.97347
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1979,1979,8.28244
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1980,1980,6.6707
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1981,1981,5.73289
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1982,1982,5.79923
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1983,1983,6.29309
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1984,1984,7.32798
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1985,1985,8.94268
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1986,1986,9.87183
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1987,1987,10.38458
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1988,1988,10.74514
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1989,1989,11.68143
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1990,1990,13.14759
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1991,1991,14.04205
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1992,1992,14.84012
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1993,1993,16.55832
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1994,1994,20.09869
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1995,1995,20.28063
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1997,1997,23.98666
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1998,1998,23.2543
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,1999,1999,23.86259
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TUR,Turkey,2018,2018,113.21707
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TKM,Turkmenistan,2014,2014,9.70365
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",TKM,Turkmenistan,2019,2019,15.58207
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TKM,Turkmenistan,2014,2014,6.19576
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",TKM,Turkmenistan,2019,2019,12.84598
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,1981,1981,22.74979
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,1986,1986,22.6017
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,1988,1988,11.82315
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,1989,1989,11.53382
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,1990,1990,12.0831
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,1991,1991,21.55949
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,2014,2014,7.96587
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",TKM,Turkmenistan,2019,2019,14.22867
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,1986,1986,15.22731
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,1988,1988,16.24163
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,1989,1989,16.57916
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,1990,1990,17.4702
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,1991,1991,17.49505
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,1992,1992,16.89821
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,1999,1999,13.02506
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2000,2000,13.0715
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2001,2001,13.42384
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2002,2002,13.85864
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2003,2003,14.00808
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2004,2004,14.20897
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2005,2005,10.07478
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2006,2006,10.28241
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2007,2007,10.19545
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2008,2008,10.2196
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2009,2009,9.98675
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2010,2010,9.37727
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2011,2011,8.82543
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2012,2012,8.03884
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2013,2013,8.08664
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2014,2014,8.10314
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2015,2015,8.22409
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2016,2016,8.4636
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2017,2017,9.1811
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2018,2018,10.07635
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",UZB,Uzbekistan,2019,2019,12.58203
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,1999,1999,14.29007
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2000,2000,14.23069
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2001,2001,14.82721
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2002,2002,15.39121
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2003,2003,15.82445
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2004,2004,15.95944
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2005,2005,11.89811
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2006,2006,12.11198
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2007,2007,11.98475
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2008,2008,12.21602
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2009,2009,11.79755
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2010,2010,11.13785
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2011,2011,10.70747
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2012,2012,10.01966
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2013,2013,10.08203
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2014,2014,9.95079
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2015,2015,10.04393
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2016,2016,10.22703
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2017,2017,11.35441
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2018,2018,11.82274
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",UZB,Uzbekistan,2019,2019,13.74292
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,1999,1999,11.73438
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2000,2000,11.89137
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2001,2001,11.99879
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2002,2002,12.30616
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2003,2003,12.17218
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2004,2004,12.4418
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2005,2005,8.23891
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2006,2006,8.43911
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2007,2007,8.38934
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2008,2008,8.19876
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2009,2009,8.14687
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2010,2010,7.58018
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2011,2011,6.89394
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2012,2012,5.99372
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2013,2013,6.01359
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2014,2014,6.17377
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2015,2015,6.31776
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2016,2016,6.61392
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2017,2017,6.90254
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2018,2018,8.249
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",UZB,Uzbekistan,2019,2019,11.37003
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,1976,1976,1.35494
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,1977,1977,1.34848
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,1978,1978,1.46842
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,1979,1979,1.59409
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,1981,1981,0.97256
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,1998,1998,7.75272
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,1999,1999,9.27796
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2000,2000,8.01782
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2001,2001,8.16289
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2002,2002,8.54167
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2003,2003,8.92838
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2005,2005,13.50437
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2006,2006,16.54768
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2007,2007,18.6506
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2008,2008,19.03671
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2009,2009,20.30738
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2010,2010,23.01379
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2011,2011,25.27843
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2013,2013,23.95194
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2014,2014,31.56581
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2015,2015,29.15524
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",VNM,Viet Nam,2016,2016,31.71716
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1976,1976,1.68902
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1977,1977,2.0193
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1978,1978,2.37704
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1979,1979,2.56762
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1980,1980,2.43329
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1981,1981,2.03281
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1986,1986,1.92863
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1989,1989,2.66423
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1990,1990,2.76365
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1991,1991,1.89102
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1992,1992,1.53302
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1993,1993,1.93072
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1994,1994,2.18706
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1995,1995,2.79579
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1996,1996,4.05187
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1997,1997,6.86556
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1998,1998,9.67784
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,1999,1999,10.63796
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2000,2000,9.46467
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2001,2001,9.52937
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2002,2002,9.79335
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2003,2003,10.18512
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2005,2005,16.15993
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2006,2006,16.78205
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2007,2007,18.48277
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2008,2008,19.06383
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2009,2009,20.23058
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2010,2010,22.82086
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2011,2011,24.94845
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2012,2012,25.18673
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2013,2013,25.19179
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2014,2014,30.7155
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2015,2015,29.07346
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2016,2016,28.54497
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",VNM,Viet Nam,2019,2019,28.63998
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",VNM,Viet Nam,1976,1976,2.01258
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",VNM,Viet Nam,1977,1977,2.67082
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",VNM,Viet Nam,1978,1978,3.26142
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",VNM,Viet Nam,1979,1979,3.51613
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",VNM,Viet Nam,1981,1981,3.06648
